id,cod,destino,orden,color,negocio,recorrido,horarios,paradas,shapes,itinerario,codigo
1275,102,San Carlos Oriente,49,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'San Carlos Oriente'},[{}],[],[],False,U9
1232,104,Mall Plaza Tobalaba,38,#cf152d,"{'nombre': 'STU US3', 'color': '#cf152d'}",{'destino': 'Mall Plaza Tobalaba'},[{}],[],[],True,U10
480,E06,María Angélica,8,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'María Angélica'},[{}],[],[],False,U3
826,108,La Florida,87,#F7941D,"{'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}",{'destino': 'La Florida'},[{}],[],[],False,U4
1297,124,Puente Alto,5,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'Puente Alto'},[{}],[],[],False,U9
1278,712,Puente Alto,38,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'Puente Alto'},[{}],[],[],False,U9
1275,102,San Carlos Oriente,50,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'San Carlos Oriente'},[{}],[],[],False,U9
1232,104,Mall Plaza Tobalaba,39,#cf152d,"{'nombre': 'STU US3', 'color': '#cf152d'}",{'destino': 'Mall Plaza Tobalaba'},[{}],[],[],True,U10
1019,114,Mall Plaza Tobalaba,29,#cf152d,"{'nombre': 'STU US3', 'color': '#cf152d'}",{'destino': 'Mall Plaza Tobalaba'},[{}],[],[],False,U10
1297,124,Puente Alto,6,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'Puente Alto'},[{}],[],[],False,U9
1278,712,Puente Alto,39,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'Puente Alto'},[{}],[],[],False,U9
1278,712,Puente Alto,40,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'Puente Alto'},[{}],[],[],False,U9
1275,102,San Carlos Oriente,51,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'San Carlos Oriente'},[{}],[],[],False,U9
1297,124,Puente Alto,7,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'Puente Alto'},[{}],[],[],False,U9
1232,104,Mall Plaza Tobalaba,40,#cf152d,"{'nombre': 'STU US3', 'color': '#cf152d'}",{'destino': 'Mall Plaza Tobalaba'},[{}],[],[],True,U10
1019,114,Mall Plaza Tobalaba,30,#cf152d,"{'nombre': 'STU US3', 'color': '#cf152d'}",{'destino': 'Mall Plaza Tobalaba'},[{}],[],[],False,U10
1297,124,Puente Alto,8,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'Puente Alto'},[{}],[],[],False,U9
1232,104,Mall Plaza Tobalaba,41,#cf152d,"{'nombre': 'STU US3', 'color': '#cf152d'}",{'destino': 'Mall Plaza Tobalaba'},[{}],[],[],True,U10
1275,102,San Carlos Oriente,52,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'San Carlos Oriente'},[{}],[],[],False,U9
1278,712,Puente Alto,41,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'Puente Alto'},[{}],[],[],False,U9
1019,114,Mall Plaza Tobalaba,31,#cf152d,"{'nombre': 'STU US3', 'color': '#cf152d'}",{'destino': 'Mall Plaza Tobalaba'},[{}],[],[],False,U10
1232,104,Mall Plaza Tobalaba,42,#cf152d,"{'nombre': 'STU US3', 'color': '#cf152d'}",{'destino': 'Mall Plaza Tobalaba'},[{}],[],[],True,U10
1019,114,Mall Plaza Tobalaba,32,#cf152d,"{'nombre': 'STU US3', 'color': '#cf152d'}",{'destino': 'Mall Plaza Tobalaba'},[{}],[],[],False,U10
1297,124,Puente Alto,9,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'Puente Alto'},[{}],[],[],False,U9
1278,712,Puente Alto,42,#cf152d,"{'nombre': 'Omega US2', 'color': '#cf152d'}",{'destino': 'Puente Alto'},[{}],[],[],False,U9
